training/actor_loss,training/bc_loss,training/critic_loss,training/grad/max,training/grad/min,training/grad/norm,training/q,training/q_max,training/q_mean,training/q_min,training/q_pe_max,training/q_pe_mean,training/q_pe_min,training/total_loss,time/epoch_time,time/total_time,step
119.98491,0.2150072,5.4253287,0.49872562,-0.53156024,41.737682,-120.26922,10.597971,-120.26922,-141.9579,6.337639,-119.98491,-142.42563,127.56031,0.01026433539390564,102.64336705207825,10000
126.391655,0.2494309,4.580005,0.16107765,-0.1646821,29.01742,-126.753944,-43.621387,-126.753944,-145.926,-48.389412,-126.391655,-145.07005,133.46597,0.011409419560432434,216.73756861686707,20000
130.1048,0.25009874,4.644133,0.19982265,-0.21215475,26.838741,-131.56277,-47.926468,-131.56277,-151.1158,-51.342434,-130.63458,-149.738,137.24992,0.011406257915496825,330.80015325546265,30000
133.51004,0.20468599,2.3821807,0.1271415,-0.12558728,16.62371,-134.37033,-44.41211,-134.37033,-162.1014,-40.391197,-133.51004,-160.64055,137.93909,0.01140106725692749,444.8108420372009,40000
130.08527,0.20217705,3.149269,0.7845831,-0.51697606,35.967136,-130.54393,-45.097202,-130.54393,-160.33432,-46.877865,-130.08527,-155.97618,135.25632,0.011399861860275268,558.8094685077667,50000
135.8591,0.21094044,2.4648666,0.19229509,-0.21067008,22.674519,-136.4755,-36.36584,-136.4755,-160.46599,-39.22898,-135.8591,-160.28624,140.43338,0.011398867559432983,672.7981479167938,60000
134.81976,0.21615806,4.6096287,0.83504575,-0.87456566,57.652145,-135.65398,-36.07865,-135.65398,-166.64018,-39.3731,-134.81976,-165.83476,141.59097,0.011397692322731018,786.7750754356384,70000
137.10852,0.1941792,2.1238174,0.20272487,-0.21316168,18.498133,-137.85576,-32.712814,-137.85576,-163.125,-35.4155,-137.10852,-162.93904,141.17413,0.01139853777885437,900.7604591846466,80000
139.79536,0.2019146,2.0019548,0.25593153,-0.25002575,26.84036,-140.08507,-39.310352,-140.08507,-174.30528,-41.96931,-139.79536,-173.47266,143.81647,0.011399246072769166,1014.7529246807098,90000
139.85327,0.22886212,1.8643048,0.24705803,-0.2376882,22.628008,-141.03946,-51.804707,-141.03946,-176.72253,-54.912025,-140.40446,-175.74565,144.0062,0.011401985144615174,1128.772780418396,100000
143.55072,0.23176996,1.4763621,0.3466533,-0.24004188,24.785328,-143.92133,-47.07989,-143.92133,-172.72867,-47.1006,-143.55072,-171.83838,147.34479,0.011402024698257447,1242.7930347919464,110000
143.46622,0.19482616,1.4457806,0.70169955,-0.6778569,25.057508,-143.92645,-35.32968,-143.92645,-171.21136,-38.240223,-143.46622,-169.40053,146.86026,0.011398929333686829,1356.7823345661163,120000
143.77724,0.21872911,1.525514,0.16863836,-0.17975686,15.722618,-144.49075,-42.024086,-144.49075,-187.24771,-45.141308,-143.77724,-186.74565,147.49004,0.011399318361282348,1470.7755222320557,130000
149.29562,0.2210452,1.6255257,0.2611934,-0.30056453,21.190166,-149.68681,-45.534924,-149.68681,-182.0547,-50.300186,-149.29562,-180.00603,153.13159,0.011395310807228089,1584.7286441326141,140000
151.56827,0.16001903,1.5882891,0.12924567,-0.16131794,13.639212,-152.47473,-54.827206,-152.47473,-185.6059,-56.958656,-152.20883,-184.64304,154.75674,0.011396295022964478,1698.691600561142,150000
