training/actor_loss,training/bc_loss,training/critic_loss,training/grad/max,training/grad/min,training/grad/norm,training/q,training/q_max,training/q_mean,training/q_min,training/q_pe_max,training/q_pe_mean,training/q_pe_min,training/total_loss,time/epoch_time,time/total_time,step
65.5262,0.28833014,1.727705,0.10081938,-0.0981531,14.30164,-66.62035,4.2711644,-66.62035,-87.19809,1.896154,-66.0663,-87.100174,68.1189,0.009691210627555848,96.91211152076721,10000
67.05411,0.25986263,1.8013085,0.14733982,-0.115055926,16.507557,-67.97885,2.7251909,-67.97885,-94.42855,1.6776708,-67.299416,-94.22711,69.635,0.009679967975616455,193.7117977142334,20000
70.63038,0.23630135,1.385647,0.06134531,-0.083715215,10.391352,-71.23435,-20.077457,-71.23435,-97.61797,-20.706295,-70.63038,-97.45564,72.72493,0.011385451006889343,307.56631326675415,30000
73.431564,0.23805013,0.960536,0.06948922,-0.06571332,9.66359,-74.20961,1.156815,-74.20961,-98.90629,-0.26265338,-73.431564,-98.75787,75.10625,0.01147185389995575,422.2848560810089,40000
75.19515,0.23761265,1.2800907,0.14649174,-0.14387566,11.862856,-75.904335,1.5144757,-75.904335,-99.432396,-0.36957788,-75.19515,-99.2412,77.18808,0.01147142779827118,536.9991388320923,50000
77.5649,0.20341145,1.0593731,0.10943098,-0.08260217,11.569269,-78.12614,-31.85166,-78.12614,-99.619255,-34.40088,-77.5649,-99.4372,79.23451,0.01146657350063324,651.664879322052,60000
78.85644,0.21491401,0.9761152,0.09641694,-0.1002438,10.073324,-80.31276,-2.1325948,-80.31276,-99.88842,-2.847449,-79.76279,-99.75442,80.477295,0.011011554312705993,761.7804300785065,70000
81.31388,0.2454163,1.5586603,0.35292634,-0.3158124,15.994354,-81.95929,-23.244974,-81.95929,-99.833824,-28.095789,-81.31388,-99.69804,83.608795,0.009748494935035705,859.2653951644897,80000
79.361084,0.25537804,0.9576295,0.07197928,-0.07575443,8.615815,-80.20727,-0.020704553,-80.20727,-100.16495,-1.3923253,-79.70129,-99.85377,81.08485,0.009748515701293946,956.7505555152893,90000
80.84906,0.2440124,0.77678126,0.094040275,-0.094197184,8.73769,-81.2608,1.5349749,-81.2608,-99.81608,-0.32781273,-80.84906,-99.71728,82.35788,0.009754856038093567,1054.2991199493408,100000
81.630745,0.20406741,1.4566536,0.13409862,-0.15369588,12.223824,-82.260254,-31.32038,-82.260254,-99.92655,-31.117674,-81.96063,-99.779045,83.6996,0.008424021291732788,1138.5393402576447,110000
82.58738,0.23983106,0.6361316,0.1187286,-0.12060737,7.2147455,-82.92772,2.208016,-82.92772,-100.33217,-2.5455492,-82.58738,-99.81217,83.943,0.008272149562835694,1221.260844707489,120000
81.66376,0.20625238,1.6397003,0.32314616,-0.3694659,16.929827,-82.348755,-25.43492,-82.348755,-100.110214,-28.443872,-81.66376,-99.86016,83.92222,0.008129040932655334,1302.5512595176697,130000
83.16231,0.22899343,0.67861676,0.07695206,-0.07136177,7.551986,-83.54216,-33.57822,-83.54216,-100.31266,-34.369198,-83.16231,-99.755486,84.52791,0.008167220759391785,1384.223477602005,140000
84.1025,0.20674674,0.8247879,0.078397796,-0.081337795,7.5527816,-85.38775,-28.36462,-85.38775,-100.03267,-30.813162,-84.882034,-99.90616,85.54753,0.00806692180633545,1464.8926997184753,150000
82.9943,0.20089327,0.91453284,0.115967035,-0.1084713,9.02114,-84.00948,-22.85024,-84.00948,-100.48965,-27.807606,-83.58415,-99.77978,84.51151,0.008065065932273865,1545.5433628559113,160000
84.18669,0.20698516,0.9759671,0.06941382,-0.095548786,9.108399,-84.95078,-23.926214,-84.95078,-99.99136,-24.18177,-84.50284,-99.8657,85.783615,0.007990514135360718,1625.4485085010529,170000
85.66258,0.19834545,0.86451864,0.07413146,-0.057548635,7.8515415,-86.123085,-54.641075,-86.123085,-99.984764,-51.836853,-85.66258,-99.81701,87.12214,0.009669875264167786,1722.1472659111023,180000
85.72136,0.2201536,0.5404213,0.12585945,-0.15351774,7.6270504,-86.35879,1.8649807,-86.35879,-99.80164,0.4539217,-85.72136,-99.642235,86.92224,0.009756847047805786,1819.7157411575317,190000
86.275345,0.22902307,0.45839292,0.06144827,-0.06356015,6.7767196,-87.10958,-14.248094,-87.10958,-99.95509,-16.772038,-86.63992,-99.80623,87.42081,0.009761160707473755,1917.3273525238037,200000
87.14618,0.19394754,1.1239885,0.93490154,-0.9007625,21.417131,-87.45556,-8.021702,-87.45556,-100.144104,-9.503862,-87.14618,-99.78473,88.852005,0.010706039714813232,2024.3877546787262,210000
86.4736,0.2081773,0.7088401,0.07922673,-0.09298076,7.974778,-86.77254,1.3367735,-86.77254,-99.93748,0.14726242,-86.4736,-99.5543,87.80698,0.011491143131256104,2139.299190759659,220000
85.41413,0.19831207,0.5581583,0.154886,-0.29237258,6.187256,-86.51246,0.49348706,-86.51246,-99.89577,-0.44343105,-86.15233,-99.64935,86.56722,0.011484653377532959,2254.145729780197,230000
86.58105,0.21712494,3.2457643,1.236441,-0.9404842,43.06978,-87.30786,-35.291058,-87.30786,-100.095116,-27.77274,-86.9704,-99.71764,90.47819,0.011489148497581482,2369.0372183322906,240000
86.64651,0.23774877,0.6972972,0.13889396,-0.12843338,7.5243087,-87.42561,0.73323,-87.42561,-99.85829,-0.1392797,-86.96398,-99.73173,88.05705,0.011482546019554138,2483.8626837730408,250000
88.65309,0.19188583,0.53618413,0.10807329,-0.08658627,8.292454,-88.90914,-47.45398,-88.90914,-99.94247,-41.25925,-88.65309,-99.850914,89.76494,0.01148126564025879,2598.675345182419,260000
88.26724,0.1861641,0.48327467,0.05448067,-0.09533342,7.752203,-88.514595,0.32315034,-88.514595,-100.48876,-0.6744088,-88.26724,-100.18746,89.30901,0.011480050373077392,2713.475855112076,270000
86.50715,0.19433819,0.46081954,0.085036516,-0.085336745,6.649453,-87.09479,0.2108669,-87.09479,-99.777756,-1.0277406,-86.89647,-99.70632,87.55099,0.01147965235710144,2828.272383451462,280000
88.5634,0.23052369,1.0292257,0.15684064,-0.11444079,11.081987,-88.84539,-43.60108,-88.84539,-99.85908,-44.660748,-88.5634,-99.791626,90.2842,0.011479041051864624,2943.062799692154,290000
88.80582,0.22837104,0.7329108,0.09465428,-0.11350678,9.46743,-89.05444,-9.015342,-89.05444,-99.84792,-11.925637,-88.80582,-99.82874,90.22384,0.011475567126274108,3057.8184814453125,300000
88.19787,0.21026076,2.6892192,1.1256897,-0.9967528,47.59596,-88.75156,2.2952437,-88.75156,-99.85644,-11.66707,-88.53268,-99.73809,91.51787,0.011473403978347778,3172.5525257587433,310000
88.18468,0.20660137,0.6778506,0.056457452,-0.07229623,8.23215,-88.43019,-35.705227,-88.43019,-99.96611,-37.115997,-88.18468,-99.75149,89.48233,0.011476237392425537,3287.314903974533,320000
88.24335,0.161809,0.5700213,0.06066376,-0.063404515,6.193576,-88.65078,1.300257,-88.65078,-100.31628,0.17320804,-88.24335,-99.69316,89.2988,0.011468626999855042,3402.0011777877808,330000
89.050095,0.19823292,0.36890385,0.062285215,-0.066283226,4.778644,-89.789604,0.77453494,-89.789604,-99.69887,-0.015643751,-89.41583,-99.61596,90.013695,0.011472186088562012,3516.7230451107025,340000
89.427025,0.22283114,0.56289333,0.0779715,-0.052264716,6.988954,-90.21169,-3.5252318,-90.21169,-100.62715,-4.532572,-89.79987,-99.619255,90.65842,0.011465938711166381,3631.3824422359467,350000
89.88583,0.18843678,0.31761995,0.056713473,-0.06385265,4.9253926,-90.39919,1.0000399,-90.39919,-99.8009,0.32565913,-90.25404,-99.68285,90.76876,0.011467387509346009,3746.0563213825226,360000
88.196945,0.19899806,3.3928642,0.21472882,-0.23084617,19.88987,-89.13838,1.6971511,-89.13838,-99.80851,0.50495493,-88.8336,-99.69397,92.1868,0.011470925903320313,3860.7655839920044,370000
90.01785,0.1974897,0.34142128,0.05687391,-0.06952723,4.7657127,-90.97656,0.45072794,-90.97656,-99.86304,0.5570786,-90.79578,-99.65441,90.951744,0.011469954586029053,3975.465134859085,380000
90.12975,0.18507595,0.7948441,0.10431282,-0.14003116,7.5257673,-90.43091,0.97658896,-90.43091,-99.812035,-1.5404912,-90.16232,-99.74947,91.47983,0.011469411897659302,4090.159265756607,390000
90.02309,0.19704454,0.72296965,0.06499671,-0.06721728,6.247021,-90.682495,0.30731642,-90.682495,-99.80992,-0.1360801,-90.385025,-99.55994,91.33719,0.011473376989364624,4204.893046379089,400000
90.34497,0.23914364,0.4700102,0.06700268,-0.090531394,5.334652,-91.05781,0.7172445,-91.05781,-99.82821,0.12199328,-90.71143,-99.68457,91.53241,0.011471144270896912,4319.6044936180115,410000
89.689896,0.16998644,0.4438695,0.09493724,-0.06700486,5.2088795,-90.58008,-4.300409,-90.58008,-100.417404,-5.2552433,-90.379974,-99.7644,90.64372,0.011471385335922242,4434.31835103035,420000
91.77119,0.20549102,0.21861422,0.059415583,-0.06152677,4.536706,-91.98112,1.3086088,-91.98112,-99.70084,0.3242775,-91.77119,-99.58861,92.60627,0.011468196392059326,4549.000319242477,430000
90.61318,0.21292202,0.5412416,0.07467485,-0.07755718,6.0903044,-91.30945,0.87951136,-91.30945,-99.73244,-0.14134248,-91.00216,-99.61339,91.79319,0.011463875889778137,4663.639082431793,440000
90.79222,0.18364295,0.39402276,0.074050404,-0.13229531,4.8975153,-91.2892,-5.879071,-91.2892,-99.999435,-8.558128,-91.18145,-99.71919,91.73717,0.011468311309814454,4778.322204113007,450000
91.254234,0.17762634,0.3448741,0.06445929,-0.04993047,4.9565606,-91.787895,-40.317375,-91.787895,-99.90283,-41.95973,-91.64329,-99.667984,92.13199,0.011470840215682983,4893.0306124687195,460000
88.86427,0.17030056,0.3920655,0.06839645,-0.08647973,4.861973,-89.58582,0.45509285,-89.58582,-99.9956,-0.027521307,-89.25364,-99.6778,89.76724,0.01146958065032959,5007.726424694061,470000
89.53312,0.18960205,2.2744265,1.3531225,-1.082789,31.716831,-90.56685,1.6632313,-90.56685,-99.71148,0.573531,-90.28398,-99.630165,92.37636,0.01146931643486023,5122.419593334198,480000
