training/actor_loss,training/bc_loss,training/critic_loss,training/grad/max,training/grad/min,training/grad/norm,training/q,training/q_max,training/q_mean,training/q_min,training/q_pe_max,training/q_pe_mean,training/q_pe_min,training/total_loss,time/epoch_time,time/total_time,step
47.584736,0.3881838,3.7424295,0.15059407,-0.21289206,23.261236,-49.526367,1.7208338,-49.526367,-58.9448,0.082931064,-47.584736,-58.133858,51.715347,0.01189067735671997,118.90678024291992,10000
76.132935,0.2562394,4.294929,0.31918544,-0.32438797,30.77316,-76.95823,-16.695751,-76.95823,-88.210686,-1.3714244,-76.46829,-87.64943,80.684105,0.010756653451919555,226.47332286834717,20000
65.28959,0.27423805,2.0752208,0.16869965,-0.24596946,16.598383,-66.141106,-13.724373,-66.141106,-88.67566,-10.731273,-65.52526,-87.770164,67.639046,0.009584970998764038,322.3230369091034,30000
63.71827,0.3443278,1.6783198,0.08478987,-0.08606497,11.805425,-64.82037,0.5030931,-64.82037,-88.70148,0.13683437,-63.71827,-87.948006,65.74092,0.009584290647506714,418.1659502983093,40000
67.75112,0.31425512,1.1312914,0.22508454,-0.124828175,10.242281,-68.71232,-19.373287,-68.71232,-90.00542,-16.710173,-67.75112,-89.27651,69.19667,0.009575969886779785,513.9256565570831,50000
64.2132,0.32961974,0.96250147,0.18123992,-0.12117926,9.410303,-66.64895,-12.67558,-66.64895,-92.12645,-16.995268,-65.52603,-91.38958,65.505325,0.009589030766487122,609.8159692287445,60000
68.44231,0.33858275,1.0772114,0.14350918,-0.16012466,10.154434,-69.609,0.6536516,-69.609,-92.822014,0.34787104,-68.44231,-91.69469,69.8581,0.00958328230381012,705.6487984657288,70000
66.28352,0.28945133,0.8407281,0.07840419,-0.095419414,7.621788,-67.556435,0.07677613,-67.556435,-91.68962,-0.18614575,-66.49641,-91.39624,67.413704,0.009561872720718383,801.2675306797028,80000
67.83962,0.3980253,1.1272062,0.12298067,-0.12248696,8.862589,-69.593735,-18.448355,-69.593735,-92.21647,-17.439075,-68.248276,-91.71777,69.36485,0.010944217491149903,910.7097096443176,90000
68.02548,0.43049788,0.6561805,0.061200455,-0.058948472,7.267348,-69.63213,-16.955046,-69.63213,-91.36114,-15.265815,-68.23576,-90.87191,69.11216,0.011281674575805664,1023.5264608860016,100000
67.8862,0.371005,1.1474829,0.10664301,-0.08275946,8.339483,-69.49235,-19.607458,-69.49235,-96.837685,-19.061527,-68.13484,-96.35296,69.404686,0.011277098512649537,1136.2974500656128,110000
67.194336,0.4306469,0.6301781,0.079120256,-0.05603388,6.741281,-68.48141,-15.1362915,-68.48141,-94.66114,-15.36899,-67.194336,-94.103455,68.255165,0.011286897778511048,1249.166434764862,120000
68.51158,0.38170263,0.75039864,0.17553586,-0.1656275,8.848253,-70.268326,-22.71941,-70.268326,-93.550804,-11.677546,-68.796036,-93.129486,69.643684,0.011275427842140197,1361.9207179546356,130000
67.41757,0.38836595,0.8326508,0.052864756,-0.061316703,7.0573645,-68.92144,0.8060424,-68.92144,-97.50729,0.4091742,-67.70805,-97.35859,68.63859,0.011274758815765382,1474.6683104038239,140000
67.76117,0.3488012,0.35925245,0.054351095,-0.05089167,4.625556,-68.92405,-9.964876,-68.92405,-94.03982,-10.785823,-67.76117,-93.51518,68.46922,0.011274732756614685,1587.4156436920166,150000
68.393906,0.38334632,0.63754934,0.09097741,-0.07874241,5.736416,-69.633545,-21.191088,-69.633545,-91.22257,-17.975739,-68.393906,-90.7786,69.4148,0.01126846625804901,1700.1003108024597,160000
67.71022,0.37431678,0.46437636,0.09641225,-0.1344014,7.2199287,-68.988205,-19.491556,-68.988205,-95.87769,-19.740744,-67.71022,-95.16135,68.54891,0.011268571615219117,1812.7860321998596,170000
